;O_P_ Numero;Item_O_P;Desc_item;ITEMS_NUEVO ;Bodega;Fecha;U_M_inv.;Neto_peso;Entradas_peso;Entradas_inv;Salidas_inv;Salidas_peso;Salidas_prom;Neto_prom;Costo_MP_sal;Costo_MO_sal;Costo_CIF_sal;Tipo_inventario;Costo_CIF_NP_ent;Costo_MO_ent;Costo_CIF_EN_ent;Tipo_docto
;OP-00001840;00004784 CINTA CR 0.75 MM X 38 MM;KILOS BOBINA 0.75 X 1.220;OP-0000184000004784 CINTA CR 0.75 MM X 38 MM;00105;25/02/2022;kg  ;-482,00;0,00;0,00;482,00;482,00;$2.157.248,84;-$2.157.248,84;$2.157.248,84;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001840;00004795 CINTA CR 1.05 MM X 38 MM;CINTA CR 1.05 MM X 38 MM;OP-0000184000004795 CINTA CR 1.05 MM X 38 MM;00105;25/02/2022;kg  ;459,00;459,00;459,00;0,00;0,00;$0,00;$2.063.924,41;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.414,62;$4.910,79;EDP
;OP-00001840;00004795 CINTA CR 1.05 MM X 38 MM;KILOS BOBINA 1.05 X 1220;OP-0000184000004795 CINTA CR 1.05 MM X 38 MM;00105;25/02/2022;kg  ;-461,00;0,00;0,00;461,00;461,00;$2.055.599,00;-$2.055.599,00;$2.055.599,00;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001840;00004815 CINTA CR 0.75 MM X 68 MM;CINTA CR 0.75 MM X 68 MM;OP-0000184000004815 CINTA CR 0.75 MM X 68 MM;00105;25/02/2022;kg  ;859,00;859,00;859,00;0,00;0,00;$0,00;$3.861.834,23;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.414,62;$4.910,79;EDP
;OP-00001840;00004815 CINTA CR 0.75 MM X 68 MM;KILOS BOBINA 0.75 X 1.220;OP-0000184000004815 CINTA CR 0.75 MM X 68 MM;00105;25/02/2022;kg  ;-861,00;0,00;0,00;861,00;861,00;$3.853.508,82;-$3.853.508,82;$3.853.508,82;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001840;00004817 CINTA CR 1.05 MM X 68 MM;CINTA CR 1.05 MM X 68 MM;OP-0000184000004817 CINTA CR 1.05 MM X 68 MM;00105;25/02/2022;kg  ;822,00;822,00;822,00;0,00;0,00;$0,00;$3.678.082,41;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.414,62;$4.910,79;EDP
;OP-00001840;00004817 CINTA CR 1.05 MM X 68 MM;KILOS BOBINA 1.05 X 1220;OP-0000184000004817 CINTA CR 1.05 MM X 68 MM;00105;25/02/2022;kg  ;-823,00;0,00;0,00;823,00;823,00;$3.669.757,00;-$3.669.757,00;$3.669.757,00;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001124 TUBO CUAD 1 1/2 C.20A;CINTA 0.75 MM x 147 MM;OP-0000184100001124 TUBO CUAD 1 1/2 C.20A;00105;25/02/2022;kg  ;-2.082,00;0,00;0,00;2.082,00;2.082,00;$9.184.201,68;-$9.184.201,68;$9.173.479,38;$4.393,02;$6.329,28;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001124 TUBO CUAD 1 1/2 C.20A;TUBO CUAD 1 1/2 C.20A;OP-0000184100001124 TUBO CUAD 1 1/2 C.20A;00105;26/02/2022;Und ;2.167,64;2.167,64;376,00;0,00;0,00;$0,00;$9.442.913,97;$0,00;$0,00;$0,00;IN143005  ;$6.329,28;$70.200,51;$192.904,80;EDP
;OP-00001841;00001128 TUBO CUAD 1 C.18B;CINTA CR 1.05 MM X 92 MM;OP-0000184100001128 TUBO CUAD 1 C.18B;00105;25/02/2022;kg  ;-1.309,00;0,00;0,00;1.309,00;1.309,00;$5.716.690,98;-$5.716.690,98;$5.705.629,93;$4.534,91;$6.526,14;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001128 TUBO CUAD 1 C.18B;TUBO CUAD 1 C.18B;OP-0000184100001128 TUBO CUAD 1 C.18B;00105;26/02/2022;Und ;1.471,17;1.471,17;290,00;0,00;0,00;$0,00;$5.864.382,39;$0,00;$0,00;$0,00;IN143005  ;$6.526,14;$42.083,12;$110.143,20;EDP
;OP-00001841;00001130 TUBO CUAD 1 C.20A;CINTA CR 0.75 MM X 92 MM;OP-0000184100001130 TUBO CUAD 1 C.20A;00105;25/02/2022;kg  ;-722,00;0,00;0,00;722,00;722,00;$3.160.169,63;-$3.160.169,63;$3.153.951,31;$2.546,67;$3.671,65;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001130 TUBO CUAD 1 C.20A;CINTA CR 0.75 MM X 93 MM;OP-0000184100001130 TUBO CUAD 1 C.20A;00105;25/02/2022;kg  ;-734,00;0,00;0,00;734,00;734,00;$3.218.582,66;-$3.218.582,66;$3.210.538,02;$3.303,00;$4.741,64;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001130 TUBO CUAD 1 C.20A;TUBO CUAD 1 C.20A;OP-0000184100001130 TUBO CUAD 1 C.20A;00105;26/02/2022;Und ;1.637,47;1.637,47;439,00;0,00;0,00;$0,00;$6.526.443,70;$0,00;$0,00;$0,00;IN143005  ;$8.413,29;$43.397,88;$110.143,20;EDP
;OP-00001841;00001133 TUBO CUAD 3/4 C.18B;CINTA 1,05 MM x 72 MM;OP-0000184100001133 TUBO CUAD 3/4 C.18B;00105;25/02/2022;kg  ;-432,00;0,00;0,00;432,00;432,00;$1.912.861,44;-$1.912.861,44;$1.908.031,68;$1.978,56;$2.851,20;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001133 TUBO CUAD 3/4 C.18B;TUBO CUAD 3/4 C.18B;OP-0000184100001133 TUBO CUAD 3/4 C.18B;00105;26/02/2022;Und ;462,00;462,00;120,00;0,00;0,00;$0,00;$1.968.035,45;$0,00;$0,00;$0,00;IN143005  ;$2.851,20;$15.977,37;$41.175,20;EDP
;OP-00001841;00001136 TUBO CUAD 3/4 C.22;CINTA 0,65 MM x 73 MM;OP-0000184100001136 TUBO CUAD 3/4 C.22;00105;25/02/2022;kg  ;-1.385,00;0,00;0,00;1.385,00;1.385,00;$6.361.360,38;-$6.361.360,38;$6.348.876,93;$5.124,50;$7.358,95;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001136 TUBO CUAD 3/4 C.22;TUBO CUAD 3/4 C.22;OP-0000184100001136 TUBO CUAD 3/4 C.22;00105;26/02/2022;Und ;1.509,06;1.509,06;608,00;0,00;0,00;$0,00;$6.509.051,79;$0,00;$0,00;$0,00;IN143005  ;$7.358,95;$42.672,71;$110.143,20;EDP
;OP-00001841;00001139 TUBO RECT 20X40 C.20A;CINTA 0.75 MM x 117 MM;OP-0000184100001139 TUBO RECT 20X40 C.20A;00105;25/02/2022;kg  ;-927,00;0,00;0,00;927,00;927,00;$3.878.558,73;-$3.878.558,73;$3.872.644,47;$2.419,47;$3.494,79;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001139 TUBO RECT 20X40 C.20A;TUBO RECT 20X40 C.20A;OP-0000184100001139 TUBO RECT 20X40 C.20A;00105;26/02/2022;Und ;1.032,49;1.032,49;223,00;0,00;0,00;$0,00;$3.989.243,18;$0,00;$0,00;$0,00;IN143005  ;$3.494,79;$30.547,92;$82.556,00;EDP
;OP-00001841;00001141 TUBO RECT 2X1 C.18B;CINTA 1,05 MM x 147 MM;OP-0000184100001141 TUBO RECT 2X1 C.18B;00105;25/02/2022;kg  ;-921,00;0,00;0,00;921,00;921,00;$4.081.697,01;-$4.081.697,01;$4.075.867,08;$2.385,39;$3.444,54;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001141 TUBO RECT 2X1 C.18B;TUBO RECT 2X1 C.18B;OP-0000184100001141 TUBO RECT 2X1 C.18B;00105;26/02/2022;Und ;968,63;968,63;123,00;0,00;0,00;$0,00;$4.192.381,46;$0,00;$0,00;$0,00;IN143005  ;$3.444,54;$30.513,84;$82.556,00;EDP
;OP-00001841;00001143 TUBO RECT 2X1 C.20A;CINTA 0.75 MM x 147 MM;OP-0000184100001143 TUBO RECT 2X1 C.20A;00105;25/02/2022;kg  ;-1.160,00;0,00;0,00;1.160,00;1.160,00;$5.117.038,40;-$5.117.038,40;$5.111.064,40;$2.447,60;$3.526,40;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001143 TUBO RECT 2X1 C.20A;TUBO RECT 2X1 C.20A;OP-0000184100001143 TUBO RECT 2X1 C.20A;00105;26/02/2022;Und ;1.245,24;1.245,24;216,00;0,00;0,00;$0,00;$5.264.729,81;$0,00;$0,00;$0,00;IN143005  ;$3.526,40;$39.995,81;$110.143,20;EDP
;OP-00001841;00001144 TUBO RECT 2X1 C.20 B;CINTA 0.8 MM x 147 MM;OP-0000184100001144 TUBO RECT 2X1 C.20 B;00105;25/02/2022;kg  ;-1.182,00;0,00;0,00;1.182,00;1.182,00;$4.820.515,14;-$4.820.515,14;$4.813.955,04;$2.694,96;$3.865,14;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001144 TUBO RECT 2X1 C.20 B;TUBO RECT 2X1 C.20 B;OP-0000184100001144 TUBO RECT 2X1 C.20 B;00105;26/02/2022;Und ;1.272,81;1.272,81;209,00;0,00;0,00;$0,00;$4.968.206,55;$0,00;$0,00;$0,00;IN143005  ;$3.865,14;$40.243,17;$110.143,20;EDP
;OP-00001841;00001146 TUBO RECT 3X1 1/2 C.18B;CINTA 1,05 MM x 224 MM;OP-0000184100001146 TUBO RECT 3X1 1/2 C.18B;00105;25/02/2022;kg  ;-3.126,00;0,00;0,00;3.126,00;3.126,00;$13.740.257,04;-$13.740.257,04;$13.730.597,70;$3.952,20;$5.707,14;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001146 TUBO RECT 3X1 1/2 C.18B;CINTA 1,05 MM x 225 MM;OP-0000184100001146 TUBO RECT 3X1 1/2 C.18B;00105;25/02/2022;kg  ;-5.455,00;0,00;0,00;5.455,00;5.455,00;$24.121.410,10;-$24.121.410,10;$24.099.699,05;$8.891,65;$12.819,40;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001146 TUBO RECT 3X1 1/2 C.18B;TUBO RECT 3X1 1/2 C.18B;OP-0000184100001146 TUBO RECT 3X1 1/2 C.18B;00105;26/02/2022;Und ;9.016,64;9.016,64;760,00;0,00;0,00;$0,00;$38.971.875,94;$0,00;$0,00;$0,00;IN143005  ;$18.526,54;$295.436,65;$827.616,00;EDP
;OP-00001841;00001152 TUBO RECT 4X1 1/2 C.18A;CINTA CR 0.95 MM X 270 MM;OP-0000184100001152 TUBO RECT 4X1 1/2 C.18A;00105;25/02/2022;kg  ;-3.430,00;0,00;0,00;3.430,00;3.430,00;$14.755.928,60;-$14.755.928,60;$14.746.153,10;$4.013,10;$5.762,40;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00001152 TUBO RECT 4X1 1/2 C.18A;TUBO RECT 4X1 1/2 C.18A;OP-0000184100001152 TUBO RECT 4X1 1/2 C.18A;00105;26/02/2022;Und ;3.512,16;3.512,16;271,00;0,00;0,00;$0,00;$15.199.675,69;$0,00;$0,00;$0,00;IN143005  ;$5.762,40;$116.919,39;$330.840,80;EDP
;OP-00001841;00002356 TUBO CUAD 1 1/2 C.18A;CINTA 0.95 MM x 147 MM;OP-0000184100002356 TUBO CUAD 1 1/2 C.18A;00105;25/02/2022;kg  ;-931,00;0,00;0,00;931,00;931,00;$4.020.829,47;-$4.020.829,47;$4.014.985,23;$2.399,95;$3.444,29;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00002356 TUBO CUAD 1 1/2 C.18A;TUBO CUAD 1 1/2 C.18A;OP-0000184100002356 TUBO CUAD 1 1/2 C.18A;00105;26/02/2022;Und ;1.009,42;1.009,42;141,00;0,00;0,00;$0,00;$4.131.513,92;$0,00;$0,00;$0,00;IN143005  ;$3.444,29;$30.528,40;$82.556,00;EDP
;OP-00001841;00002359 TUBO CUAD 3/4 C.18A;CINTA 0.95 MM x 73 MM;OP-0000184100002359 TUBO CUAD 3/4 C.18A;00105;25/02/2022;kg  ;-462,00;0,00;0,00;462,00;462,00;$2.002.755,81;-$2.002.755,81;$1.996.685,09;$2.489,19;$3.581,53;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00002359 TUBO CUAD 3/4 C.18A;TUBO CUAD 3/4 C.18A;OP-0000184100002359 TUBO CUAD 3/4 C.18A;00105;26/02/2022;Und ;493,50;493,50;141,00;0,00;0,00;$0,00;$2.061.739,86;$0,00;$0,00;$0,00;IN143005  ;$3.581,53;$17.534,64;$43.938,60;EDP
;OP-00001841;00002589 TUBO CUAD HR 1 X 1 C.16B;CINTA HR 1.35 MM X 93 MM;OP-0000184100002589 TUBO CUAD HR 1 X 1 C.16B;00105;25/02/2022;kg  ;-768,00;0,00;0,00;768,00;768,00;$3.446.231,04;-$3.446.231,04;$3.437.260,80;$3.678,72;$5.291,52;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00002589 TUBO CUAD HR 1 X 1 C.16B;TUBO CUAD HR 1 X 1 C.16B;OP-0000184100002589 TUBO CUAD HR 1 X 1 C.16B;00105;26/02/2022;Und ;792,37;792,37;123,00;0,00;0,00;$0,00;$3.556.915,49;$0,00;$0,00;$0,00;IN143005  ;$5.291,52;$31.807,17;$82.556,00;EDP
;OP-00001841;00004330 TUBO RED HR 3/4 CAL 16 B;CINTA HR 1,40 MM X 77 MM;OP-0000184100004330 TUBO RED HR 3/4 CAL 16 B;00105;25/02/2022;kg  ;-1.259,00;0,00;0,00;1.259,00;1.259,00;$5.607.793,75;-$5.607.793,75;$5.596.047,28;$4.821,97;$6.924,50;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00004330 TUBO RED HR 3/4 CAL 16 B;TUBO RED HR 3/4 CAL 16 B;OP-0000184100004330 TUBO RED HR 3/4 CAL 16 B;00105;26/02/2022;Und ;1.150,68;1.150,68;223,00;0,00;0,00;$0,00;$5.755.485,16;$0,00;$0,00;$0,00;IN143005  ;$6.924,50;$42.370,18;$110.143,20;EDP
;OP-00001841;00004374 TUBO RECT HR 3 X 1 1/2 C 1.2 MM;CINTA HR 1.20 MM x 225 MM;OP-0000184100004374 TUBO RECT HR 3 X 1 1/2 C 1.2 MM;00105;25/02/2022;kg  ;-1.858,00;0,00;0,00;1.858,00;1.858,00;$8.333.371,54;-$8.333.371,54;$8.325.493,62;$3.232,92;$4.645,00;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00004374 TUBO RECT HR 3 X 1 1/2 C 1.2 MM;TUBO RECT HR 3 X 1 1/2 C 1.2 MM;OP-0000184100004374 TUBO RECT HR 3 X 1 1/2 C 1.2 MM;00105;26/02/2022;Und ;1.728,60;1.728,60;134,00;0,00;0,00;$0,00;$8.555.413,30;$0,00;$0,00;$0,00;IN143005  ;$4.645,00;$59.751,48;$165.523,20;EDP
;OP-00001841;00004421 TUBO CR REDONDO 7/8 CAL 20A;CINTA CR 0.75 MM X 68 MM;OP-0000184100004421 TUBO CR REDONDO 7/8 CAL 20A;00105;25/02/2022;kg  ;-530,00;0,00;0,00;530,00;530,00;$2.320.949,50;-$2.320.949,50;$2.315.554,10;$2.210,10;$3.185,30;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001841;00004421 TUBO CR REDONDO 7/8 CAL 20A;TUBO CR REDONDO 7/8 CAL 20A;OP-0000184100004421 TUBO CR REDONDO 7/8 CAL 20A;00105;26/02/2022;Und ;572,00;572,00;220,00;0,00;0,00;$0,00;$2.387.023,74;$0,00;$0,00;$0,00;IN143005  ;$3.185,30;$18.956,34;$49.328,00;EDP
;OP-00001842;00001122 PERFIL PASAMANOS T.A. C.20B;CINTA 0.8 MM x 110 MM;OP-0000184200001122 PERFIL PASAMANOS T.A. C.20B;00105;25/02/2022;kg  ;-787,00;0,00;0,00;787,00;787,00;$3.013.522,28;-$3.013.522,28;$3.008.963,18;$1.868,37;$2.690,73;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001842;00001122 PERFIL PASAMANOS T.A. C.20B;PERFIL PASAMANOS T.A. C.20B;OP-0000184200001122 PERFIL PASAMANOS T.A. C.20B;00105;26/02/2022;Und ;853,06;853,06;193,00;0,00;0,00;$0,00;$3.244.815,78;$0,00;$0,00;$0,00;IN143005  ;$2.690,73;$60.741,87;$172.420,00;EDP
;OP-00001842;00004649 PERFIL C HR 150 MM X 50 MM CAL.16;CINTA HR 1.40 MM X 260 MM;OP-0000184200004649 PERFIL C HR 150 MM X 50 MM CAL.16;00105;25/02/2022;kg  ;-2.132,00;0,00;0,00;2.132,00;2.132,00;$9.468.041,44;-$9.468.041,44;$9.462.050,52;$2.451,80;$3.539,12;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001842;00004649 PERFIL C HR 150 MM X 50 MM CAL.16;PERFIL C HR 150 MM X 50 MM CAL.16;OP-0000184200004649 PERFIL C HR 150 MM X 50 MM CAL.16;00105;26/02/2022;Und ;2.294,16;2.294,16;121,00;0,00;0,00;$0,00;$9.857.777,44;$0,00;$0,00;$0,00;IN143005  ;$3.539,12;$237.945,80;$154.242,00;EDP
;OP-00001843;00002365 FLEJE ANCHO GALV CTE C.26;CINTA GALV 0.38 MM X 144 MM;OP-0000184300002365 FLEJE ANCHO GALV CTE C.26;00105;25/02/2022;kg  ;-3.353,00;0,00;0,00;3.353,00;3.353,00;$14.920.341,62;-$14.920.341,62;$14.902.003,56;$7.480,30;$10.857,76;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001843;00002365 FLEJE ANCHO GALV CTE C.26;FLEJE ANCHO GALV CTE C.26;OP-0000184300002365 FLEJE ANCHO GALV CTE C.26;00105;26/02/2022;Und ;3.646,08;3.646,08;1.266,00;0,00;0,00;$0,00;$15.326.634,12;$0,00;$0,00;$0,00;IN143005  ;$10.857,76;$242.974,30;$170.798,50;EDP
;OP-00001844;00004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;KILOS ALAMBRE FORRADO PVC 12.5;OP-0000184400004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;00105;25/02/2022;kg  ;-9,00;0,00;0,00;9,00;9,00;$55.028,88;-$55.028,88;$55.028,88;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001844;00004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;KILOS ALAMBRE GALV CAL. 17 (1,45 MM);OP-0000184400004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;00105;25/02/2022;kg  ;-1.447,00;0,00;0,00;1.447,00;1.447,00;$7.505.632,41;-$7.505.632,41;$7.505.632,41;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001844;00004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;OP-0000184400004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;00105;28/02/2022;Und ;1.627,50;1.627,50;105,00;0,00;0,00;$0,00;$8.167.999,29;$0,00;$0,00;$0,00;IN143005  ;$0,00;$200.772,00;$406.566,00;EDP
;OP-00001845;00004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;KILOS ALAMBRE FORRADO PVC 12.5;OP-0000184500004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;00105;26/02/2022;kg  ;-9,00;0,00;0,00;9,00;9,00;$55.028,88;-$55.028,88;$55.028,88;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001845;00004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;KILOS ALAMBRE GALV CAL. 17 (1,45 MM);OP-0000184500004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;00105;26/02/2022;kg  ;-1.406,00;0,00;0,00;1.406,00;1.406,00;$7.292.964,18;-$7.292.964,18;$7.292.964,18;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001845;00004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;OP-0000184500004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;00105;28/02/2022;Und ;1.581,00;1.581,00;102,00;0,00;0,00;$0,00;$7.955.331,06;$0,00;$0,00;$0,00;IN143005  ;$0,00;$200.772,00;$406.566,00;EDP
;OP-00001846;00001288 CINTA 0.75 MM x 224 MM;CINTA 0.75 MM x 224 MM;OP-0000184600001288 CINTA 0.75 MM x 224 MM;00105;26/02/2022;kg  ;5.674,00;5.674,00;5.674,00;0,00;0,00;$0,00;$25.424.609,46;$0,00;$0,00;$0,00;IN141006  ;$0,00;$10.444,72;$15.021,24;EDP
;OP-00001846;00001288 CINTA 0.75 MM x 224 MM;KILOS BOBINA 0.75 X 1.220;OP-0000184600001288 CINTA 0.75 MM x 224 MM;00105;26/02/2022;kg  ;-5.675,00;0,00;0,00;5.675,00;5.675,00;$25.399.143,50;-$25.399.143,50;$25.399.143,50;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00001344 CINTA 0.75 MM x 73 MM;CINTA 0.75 MM x 73 MM;OP-0000184600001344 CINTA 0.75 MM x 73 MM;00105;26/02/2022;kg  ;3.699,00;3.699,00;3.699,00;0,00;0,00;$0,00;$16.620.166,89;$0,00;$0,00;$0,00;IN141006  ;$0,00;$21.090,30;$30.331,35;EDP
;OP-00001846;00001344 CINTA 0.75 MM x 73 MM;KILOS BOBINA 0.75 X 1.220;OP-0000184600001344 CINTA 0.75 MM x 73 MM;00105;26/02/2022;kg  ;-3.702,00;0,00;0,00;3.702,00;3.702,00;$16.568.745,24;-$16.568.745,24;$16.568.745,24;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00002392 CINTA 0,65 MM x 73 MM;CINTA 0,65 MM x 73 MM;OP-0000184600002392 CINTA 0,65 MM x 73 MM;00105;26/02/2022;kg  ;3.672,00;3.672,00;3.672,00;0,00;0,00;$0,00;$16.884.064,46;$0,00;$0,00;$0,00;IN141006  ;$0,00;$21.090,30;$30.331,35;EDP
;OP-00001846;00002392 CINTA 0,65 MM x 73 MM;KILOS BOBINA 0.65 X 1.220;OP-0000184600002392 CINTA 0,65 MM x 73 MM;00105;26/02/2022;kg  ;-3.676,00;0,00;0,00;3.676,00;3.676,00;$16.832.642,81;-$16.832.642,81;$16.832.642,81;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00002426 CINTA 1,05 MM x 73 MM;CINTA 1,05 MM x 73 MM;OP-0000184600002426 CINTA 1,05 MM x 73 MM;00105;26/02/2022;kg  ;1.854,00;1.854,00;1.854,00;0,00;0,00;$0,00;$8.301.369,96;$0,00;$0,00;$0,00;IN141006  ;$0,00;$10.444,72;$15.021,24;EDP
;OP-00001846;00002426 CINTA 1,05 MM x 73 MM;KILOS BOBINA 1.05 X 1220;OP-0000184600002426 CINTA 1,05 MM x 73 MM;00105;26/02/2022;kg  ;-1.856,00;0,00;0,00;1.856,00;1.856,00;$8.275.904,00;-$8.275.904,00;$8.275.904,00;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00002435 CINTA 1,05 MM x 224 MM;CINTA 1,05 MM x 224 MM;OP-0000184600002435 CINTA 1,05 MM x 224 MM;00105;26/02/2022;kg  ;2.845,00;2.845,00;2.845,00;0,00;0,00;$0,00;$12.699.077,71;$0,00;$0,00;$0,00;IN141006  ;$0,00;$5.423,22;$7.799,49;EDP
;OP-00001846;00002435 CINTA 1,05 MM x 224 MM;KILOS BOBINA 1.05 X 1220;OP-0000184600002435 CINTA 1,05 MM x 224 MM;00105;26/02/2022;kg  ;-2.845,00;0,00;0,00;2.845,00;2.845,00;$12.685.855,00;-$12.685.855,00;$12.685.855,00;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00002436 CINTA 1,05 MM x 225 MM;CINTA 1,05 MM x 225 MM;OP-0000184600002436 CINTA 1,05 MM x 225 MM;00105;26/02/2022;kg  ;8.487,00;8.487,00;8.487,00;0,00;0,00;$0,00;$38.118.058,94;$0,00;$0,00;$0,00;IN141006  ;$0,00;$15.667,08;$22.531,86;EDP
;OP-00001846;00002436 CINTA 1,05 MM x 225 MM;KILOS BOBINA 1.05 X 1220;OP-0000184600002436 CINTA 1,05 MM x 225 MM;00105;26/02/2022;kg  ;-8.540,00;0,00;0,00;8.540,00;8.540,00;$38.079.860,00;-$38.079.860,00;$38.079.860,00;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00002564 CINTA 0,65 MM X 224 MM;CINTA 0,65 MM X 224 MM;OP-0000184600002564 CINTA 0,65 MM X 224 MM;00105;26/02/2022;kg  ;5.634,00;5.634,00;5.634,00;0,00;0,00;$0,00;$25.823.917,97;$0,00;$0,00;$0,00;IN141006  ;$0,00;$10.444,72;$15.021,24;EDP
;OP-00001846;00002564 CINTA 0,65 MM X 224 MM;KILOS BOBINA 0.65 X 1.220;OP-0000184600002564 CINTA 0,65 MM X 224 MM;00105;26/02/2022;kg  ;-5.634,00;0,00;0,00;5.634,00;5.634,00;$25.798.452,01;-$25.798.452,01;$25.798.452,01;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00004316 CINTA CR 0,65 MM X 70 MM;CINTA CR 0,65 MM X 70 MM;OP-0000184600004316 CINTA CR 0,65 MM X 70 MM;00105;26/02/2022;kg  ;855,00;855,00;855,00;0,00;0,00;$0,00;$3.942.060,45;$0,00;$0,00;$0,00;IN141006  ;$0,00;$5.423,22;$7.799,49;EDP
;OP-00001846;00004316 CINTA CR 0,65 MM X 70 MM;KILOS BOBINA 0.65 X 1.220;OP-0000184600004316 CINTA CR 0,65 MM X 70 MM;00105;26/02/2022;kg  ;-858,00;0,00;0,00;858,00;858,00;$3.928.837,74;-$3.928.837,74;$3.928.837,74;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00004341 CINTA CR 1,05 MM X 270 MM;CINTA CR 1,05 MM X 270 MM;OP-0000184600004341 CINTA CR 1,05 MM X 270 MM;00105;26/02/2022;kg  ;6.790,00;6.790,00;6.790,00;0,00;0,00;$0,00;$30.458.140,96;$0,00;$0,00;$0,00;IN141006  ;$0,00;$10.444,72;$15.021,24;EDP
;OP-00001846;00004341 CINTA CR 1,05 MM X 270 MM;KILOS BOBINA 1.05 X 1220;OP-0000184600004341 CINTA CR 1,05 MM X 270 MM;00105;26/02/2022;kg  ;-6.825,00;0,00;0,00;6.825,00;6.825,00;$30.432.675,00;-$30.432.675,00;$30.432.675,00;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00004348 CINTA CR 1.05 MM X 93 MM;CINTA CR 1.05 MM X 93 MM;OP-0000184600004348 CINTA CR 1.05 MM X 93 MM;00105;26/02/2022;kg  ;2.362,00;2.362,00;2.362,00;0,00;0,00;$0,00;$10.559.088,28;$0,00;$0,00;$0,00;IN141006  ;$0,00;$5.222,36;$12.789,92;EDP
